            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************
$$SOE
2415875.500000000, A.D. 1902-May-06 00:00:00.0000,  8.099148207229600E+08, -2.634456345822156E+07,  6.763984188706157E+07,  3.139367974876558E-02,  8.131612392760831E+08, -1.487692645922586E+04,
2415885.500000000, A.D. 1902-May-16 00:00:00.0000,  8.097566953389872E+08, -1.597408030859221E+07,  7.088387274718109E+07,  3.138784893829998E-02,  8.130102092247435E+08, -1.532868459948904E+04,
2415895.500000000, A.D. 1902-May-26 00:00:00.0000,  8.094494072098727E+08, -5.600679604104359E+06,  7.411484401413588E+07,  3.138184418502737E-02,  8.128546736949242E+08, -1.577800949301523E+04,
2415905.500000000, A.D. 1902-Jun-05 00:00:00.0000,  8.089929269740220E+08,  4.773727790499058E+06,  7.733215239225893E+07,  3.137566644301149E-02,  8.126946573988491E+08, -1.622482519763307E+04,
2415915.500000000, A.D. 1902-Jun-15 00:00:00.0000,  8.083872503284343E+08,  1.514722860467383E+07,  8.053519616416469E+07,  3.136931669562837E-02,  8.125301858079917E+08, -1.666905579468339E+04,
2415925.500000000, A.D. 1902-Jun-25 00:00:00.0000,  8.076323980926157E+08,  2.551790741879158E+07,  8.372337527714628E+07,  3.136279595556888E-02,  8.123612851531399E+08, -1.711062533508658E+04,
2415935.500000000, A.D. 1902-Jul-05 00:00:00.0000,  8.067284162711427E+08,  3.588384692172065E+07,  8.689609143007740E+07,  3.135610526484964E-02,  8.121879824246798E+08, -1.754945786212483E+04,
2415945.500000000, A.D. 1902-Jul-15 00:00:00.0000,  8.056753761139302E+08,  4.624312816922690E+07,  9.005274816059628E+07,  3.134924569479355E-02,  8.120103053720895E+08, -1.798547754106209E+04,
2415955.500000000, A.D. 1902-Jul-25 00:00:00.0000,  8.044733741734821E+08,  5.659383084375626E+07,  9.319275093236820E+07,  3.134221834595086E-02,  8.118282825018981E+08, -1.841860882266815E+04,
2415965.500000000, A.D. 1902-Aug-04 00:00:00.0000,  8.031225323590268E+08,  6.693403351627515E+07,  9.631550722234930E+07,  3.133502434795928E-02,  8.116419430740578E+08, -1.884877659754983E+04,
2415975.500000000, A.D. 1902-Aug-14 00:00:00.0000,  8.016229979875987E+08,  7.726181391094834E+07,  9.942042660807210E+07,  3.132766485935084E-02,  8.114513170969449E+08, -1.927590628290052E+04,
2415985.500000000, A.D. 1902-Aug-24 00:00:00.0000,  7.999749438337579E+08,  8.757524917354321E+07,  1.025069208555196E+08,  3.132014106738201E-02,  8.112564353229574E+08, -1.969992360221061E+04,
2415995.500000000, A.D. 1902-Sep-03 00:00:00.0000,  7.981785681799663E+08,  9.787241614238432E+07,  1.055744040080983E+08,  3.131245418796938E-02,  8.110573292468506E+08, -2.012075433490322E+04,
2416005.500000000, A.D. 1902-Sep-13 00:00:00.0000,  7.962340948666750E+08,  1.081513916206092E+08,  1.086222924764533E+08,  3.130460546569080E-02,  8.108540311057643E+08, -2.053832421254311E+04,
2416015.500000000, A.D. 1902-Sep-23 00:00:00.0000,  7.941417733412164E+08,  1.184102526496226E+08,  1.116500051289704E+08,  3.129659617381520E-02,  8.106465738799977E+08, -2.095255886762478E+04,
2416025.500000000, A.D. 1902-Oct-03 00:00:00.0000,  7.919018787050239E+08,  1.286470767836540E+08,  1.146569633828762E+08,  3.128842761434095E-02,  8.104349912940012E+08, -2.136338384525996E+04,
2416035.500000000, A.D. 1902-Oct-13 00:00:00.0000,  7.895147117585735E+08,  1.388599423654462E+08,  1.176425912957808E+08,  3.128010111801747E-02,  8.102193178169380E+08, -2.177072467192729E+04,
2416045.500000000, A.D. 1902-Oct-23 00:00:00.0000,  7.869805990436423E+08,  1.490469288032376E+08,  1.206063156575449E+08,  3.127161804433429E-02,  8.099995886623986E+08, -2.217450695598366E+04,
2416055.500000000, A.D. 1902-Nov-02 00:00:00.0000,  7.842998928824079E+08,  1.592061168490150E+08,  1.235475660822632E+08,  3.126297978145762E-02,  8.097758397867584E+08, -2.257465657708134E+04,
2416065.500000000, A.D. 1902-Nov-12 00:00:00.0000,  7.814729714122819E+08,  1.693355888784922E+08,  1.264657751000323E+08,  3.125418774607459E-02,  8.095481078851453E+08, -2.297109992838671E+04,
2416075.500000000, A.D. 1902-Nov-22 00:00:00.0000,  7.785002386171920E+08,  1.794334291741608E+08,  1.293603782488722E+08,  3.124524338318760E-02,  8.093164303861097E+08, -2.336376392090502E+04,
2416085.500000000, A.D. 1902-Dec-02 00:00:00.0000,  7.753821243567975E+08,  1.894977242110358E+08,  1.322308141671620E+08,  3.123614816591900E-02,  8.090808454465675E+08, -2.375257598058072E+04,
2416095.500000000, A.D. 1902-Dec-12 00:00:00.0000,  7.721190843930030E+08,  1.995265629446276E+08,  1.350765246863382E+08,  3.122690359530108E-02,  8.088413919463596E+08, -2.413746410076793E+04,
2416105.500000000, A.D. 1902-Dec-22 00:00:00.0000,  7.687116004137028E+08,  2.095180371015251E+08,  1.378969549239265E+08,  3.121751120005615E-02,  8.085981094825562E+08, -2.451835683670173E+04,
2416115.500000000, A.D. 1903-Jan-01 00:00:00.0000,  7.651601800541714E+08,  2.194702414727672E+08,  1.406915533771040E+08,  3.120797253638956E-02,  8.083510383640943E+08, -2.489518324522156E+04,
2416125.500000000, A.D. 1903-Jan-11 00:00:00.0000,  7.614653569164879E+08,  2.293812742100894E+08,  1.434597720169766E+08,  3.119828918781667E-02,  8.081002196072969E+08, -2.526787276640775E+04,
2416135.500000000, A.D. 1903-Jan-21 00:00:00.0000,  7.576276905875129E+08,  2.392492371250030E+08,  1.462010663837952E+08,  3.118846276504811E-02,  8.078456949329016E+08, -2.563635504793576E+04,
2416145.500000000, A.D. 1903-Jan-31 00:00:00.0000,  7.536477666555971E+08,  2.490722359900698E+08,  1.489148956831236E+08,  3.117849490593624E-02,  8.075875067646713E+08, -2.600055983307326E+04,
2416155.500000000, A.D. 1903-Feb-10 00:00:00.0000,  7.495261967250422E+08,  2.588483808419468E+08,  1.516007228826559E+08,  3.116838727544081E-02,  8.073256982285081E+08, -2.636041693413653E+04,
2416165.500000000, A.D. 1903-Feb-20 00:00:00.0000,  7.452636184285268E+08,  2.685757862865780E+08,  1.542580148099266E+08,  3.115814156562904E-02,  8.070603131524521E+08, -2.671585609522550E+04,
2416175.500000000, A.D. 1903-Mar-02 00:00:00.0000,  7.408606954376659E+08,  2.782525718053119E+08,  1.568862422507222E+08,  3.114775949569897E-02,  8.067913960672886E+08, -2.706680705975973E+04,
2416185.500000000, A.D. 1903-Mar-12 00:00:00.0000,  7.363181174694992E+08,  2.878768620613062E+08,  1.594848800472564E+08,  3.113724281192953E-02,  8.065189922052546E+08, -2.741319984342356E+04,
2416195.500000000, A.D. 1903-Mar-22 00:00:00.0000,  7.316366002876515E+08,  2.974467872072125E+08,  1.620534071957946E+08,  3.112659328752171E-02,  8.062431474959223E+08, -2.775496499975709E+04,
2416205.500000000, A.D. 1903-Apr-01 00:00:00.0000,  7.268168856983192E+08,  3.069604831954048E+08,  1.645913069439821E+08,  3.111581272235852E-02,  8.059639085599850E+08, -2.809203376061720E+04,
2416215.500000000, A.D. 1903-Apr-11 00:00:00.0000,  7.218597415421064E+08,  3.164160920916150E+08,  1.670980668884380E+08,  3.110490294274345E-02,  8.056813227024808E+08, -2.842433800650264E+04,
2416225.500000000, A.D. 1903-Apr-21 00:00:00.0000,  7.167659616830598E+08,  3.258117623920637E+08,  1.695731790731809E+08,  3.109386580117782E-02,  8.053954379070253E+08, -2.875181011444125E+04,
